id,label
1,0.9943076968193054
2,0.9984593391418457
3,0.9915680289268494
4,0.9405118823051453
5,0.004581873770803213
6,0.0045685721561312675
7,0.0016334576066583395
8,0.11225692182779312
9,0.00207376922480762
10,0.02313935197889805
11,0.008663068525493145
12,0.9180553555488586
13,0.00932654645293951
14,0.13460509479045868
15,0.016474178060889244
16,0.015253850258886814
17,0.9465082287788391
18,0.9852386116981506
19,0.007063621189445257
20,0.09650915861129761
21,0.9957903027534485
22,0.005193877033889294
23,0.9885627031326294
24,0.9366573095321655
25,0.85569828748703
26,0.9390543103218079
27,0.966061532497406
28,0.0012088081566616893
29,0.4590236246585846
30,0.8932081460952759
31,0.9878743290901184
32,0.07376136630773544
33,0.9740341305732727
34,0.015607981011271477
35,0.1170491874217987
36,0.41861945390701294
37,0.015717674046754837
38,0.020352261140942574
39,0.7340487837791443
40,0.06403575837612152
41,0.9569621682167053
42,0.9851792454719543
43,0.997614860534668
44,0.8551735877990723
45,0.016452210023999214
46,0.9126635193824768
47,0.0057392241433262825
48,0.9634755849838257
49,0.9881293773651123
50,0.007515985984355211
51,0.0010639942483976483
52,0.0050972397439181805
53,0.0155638437718153
54,0.06735716015100479
55,0.005636370740830898
56,0.4344233572483063
57,0.9763253331184387
58,0.0029153935611248016
59,0.6433882713317871
60,0.48157617449760437
61,0.00673608249053359
62,0.5126543641090393
63,0.027857378125190735
64,0.17236728966236115
65,0.963027834892273
66,0.8408542275428772
67,0.9625336527824402
68,0.060199275612831116
69,0.9809426069259644
70,0.9974082112312317
71,0.403275728225708
72,0.9593122601509094
73,0.9905712604522705
74,0.9967165589332581
75,0.48536455631256104
76,0.9150106310844421
77,0.8976659774780273
78,0.9035794138908386
79,0.9059554934501648
80,0.0046686530113220215
81,0.42876100540161133
82,0.031174765899777412
83,0.9941725134849548
84,0.14137530326843262
85,0.9933391213417053
86,0.6638326644897461
87,0.9981653094291687
88,0.9944082498550415
89,0.0007175735081546009
90,0.18846289813518524
91,0.13831797242164612
92,0.009395399130880833
93,0.12755435705184937
94,0.9961484670639038
95,0.991561233997345
96,0.0015456092078238726
97,0.99762362241745
98,0.9103202819824219
99,0.052031755447387695
100,0.06988593935966492
101,0.21122030913829803
102,0.9945635199546814
103,0.0016814291011542082
104,0.005995681509375572
105,0.8502790927886963
106,0.9966586828231812
107,0.007571821566671133
108,0.20523269474506378
109,0.862598180770874
110,0.9942070245742798
111,0.9722577929496765
112,0.9505471587181091
113,0.9255156517028809
114,0.6055172085762024
